property_name,pType_id,tedadTabaghe,property_size,address,tedadKoleTabaghat,TabagheDarVahed,bedrooms,lowest_price,VaziatBana,Jahat,nama,KafPush,ServiceKitchen,garage,VorudiMoshtarak,long_desc,amenities_id,property_slug,property_code,property_status,rent,house_mortgage,property_thumbnail,short_desc,bathrooms,property_video,latitude,longitude,featured,hot,agent_id,status,foundation_size
620,1,0,210,خیابان شریعتی,2,,4,4862000000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/2/19)  تانک و پمپ و کولر  با تسویه شهرداری  فروش نقدی  معاوضه با منزل همکف شمالی,6,620,620,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
621,2,0,945,پلیس راه  بعد از پل هوایی,,,,2409750000,,شرقی,,,,,,با کاغذ قیمت(بهزاد سلیمانی-1402/2/20)  فروش نقدی,6,621,621,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
622,2,0,221,چهارباغ,,,,1772800000,,شمالی,,,,,,با کاغذ قیمت(مهندس خانی-1401/11/29)  فروش نقدی با تخفیف  قابل معاوضه با ماشین,6,622,622,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
624,5,0,276,خیابان شریعتی,,,,1937320000,,,,,,,,با کاغذ قیمت(املاک قیصری-1402/2/18)  زمین کارگاهی  نخفیف در فروش نقدی,6,624,624,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
625,2,0,167,شهرک سعیدفر,,,,1240000000,,جنوبی,,,,,,بدون کاغذ قیمت رسول امینی,6,625,625,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
627,2,0,378,فلکه ترمینال به سمت فولادشهر,,,,1500000000,,شمالی جنوبی,,,,,,بدون کاغذ قیمت  قابل معاوضه با زمین مسکونی  6 دقیقه آب چاه,6,627,627,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
629,2,0,190,خیابان خرم غربی,,,,893000000,,شمالی,,,,,,,6,629,629,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
630,2,0,350,بلوار فجر,,,,4200000000,,جنوبی,,,,,,بدون کاغذ قیمت,6,630,630,buy,0,0,upload/property/thumbnail/photo_2023-03-14_19-43-00.jpg,,,,,,,,1,1,
631,1,0,128,بلوار بهارستان,2,,4,1668580000,سفت کاری شده,جنوبی,اجرنما,,,,,با کاغذ قیمت(بهزاد سلیمانی-1402/2/30)  تسویه شهرداری قطعی  بدون عکس و فیلم,6,631,631,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
632,1,0,186,خیابان مولوی شمالی,2,,3,4110800000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(روح الله پاینده-1402/3/1)  پمپ آب و کولر  فقط فروش,6,632,632,buy,0,0,upload/property/thumbnail/photo_2023-03-15_10-57-29.jpg,,,,,,,,1,1,
633,4,0,450,خیابان خرم غربی,,,,1731600000,,شمالی,,,,,1,با کاغذ قیمت(روح الله پاینده-1402/1/30)  10 دقیقه آب  20 درخت  دیوار کشی  با مجوز شهرداری,6,633,633,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
634,4,0,2100,جاده شرکت سابیر,,,,4474000000,,جنوبی,,,,,1,با کاغذ قیمت(مهدی خانیان-1402/2/30)  20 دقیقه آب چاه  20 دقیقه آب کانال  استخر-اشجار  فروش نقدی با تخفیف,6,634,634,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
635,4,0,1100,جاده شرکت سابیر,,,,2555000000,,شرقی,,,,,1,با کاغذ قیمت(مهدی خانیان-1402/2/30)  فروش نقدی با تخفیف  40 دقیقه آب چاه  15 دقیقه آب کانال  اشجار - استخر,6,635,635,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
637,1,0,83,خیابان سعدی,2,,3,5449800000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/11/17)  هود و پکیج و رادیات  ,6,637,637,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
639,1,0,85,15 خرداد,,,1,4805550000,بتونی,شرقی,اجرنما,سرامیک,MDF,,,با کاغذ قیمت(مهدی پورنمازیان-1402/2/13)  دو باب مغازه و یک واحد مسکونی  تجاری با درب برقی  مسکونی با پرده و هود و کولر  فروش نقدی یا معاوضه با همکف در این قیمت,6,639,639,buy,0,0,upload/property/thumbnail/photo_2023-03-15_17-44-19.jpg,,,,,,,,1,1,
640,2,0,212,باغ ملی  کوچه حجت,,,,5525000000,,شمال شرقی,,,,,,با کاغذ قیمت(مهدی پورنمازیان-1402/2/31)  فقط فروش نقدی,6,640,640,buy,0,0,upload/property/thumbnail/photo_2023-03-15_17-54-22.jpg,,,,,,,,1,1,
641,1,0,,خیابان سعدی,,,2,,,,,,,1,1,ورودی مجزا  ,6,641,641,rent,5000000,50000000,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
642,1,0,149,بلوار فجر,,,3,3300000000,بتونی,جنوبی,سنگ,سرامیک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/2/21)  با تسویه شهرداری  با پرده-کولر و دزدگیر,6,642,642,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
643,2,0,117,خیابان مجاهد شمالی,,,,820400000,,شمالی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1402/2/25)  آینده دار,6,643,643,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
644,5,0,24,خیابان منتظری شمالی,,,,1122500000,,جنوبی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1402/2/24)  با تسویه شهرداری  معرف سعید کارشناس,6,644,644,buy,0,0,upload/property/thumbnail/IMG_20230316_091510.jpg,,,,,,,,1,1,
645,2,0,420,بلوار فجر,,,,11340000000,,شمالی شرقی,,,,,,بدون کاغذ قیمت  تجاری مسکونی  فروش نقدی,6,645,645,buy,0,0,upload/property/thumbnail/WhatsApp Image 2023-03-16 at 12.42.22 (1).jpeg,,,,,,,,1,1,
646,2,0,130,خیابان منتظری شمالی,,,,2162000000,,غربی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1401/12/2)  با ساخت مربوطه,6,646,646,buy,0,0,upload/property/thumbnail/photo_2023-03-18_11-23-31.jpg,,,,,,,,1,1,
647,1,0,180,خیابان یزدانمهر,2,,4,6476000000,اسکلت,جنوبی,اجرنما,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1402/2/18)  با تسویه شهرداری  باپرده-تانک و پمپ و کولر  ,6,647,647,buy,0,0,upload/property/thumbnail/photo_2023-03-27_12-07-32.jpg,,,,,,,,1,1,
648,1,0,162,بلوار فجر,2,,4,4361000000,نیمه اسکلت,شمالی,اجرنما,سرامیک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/2/19)  با تسویه شهرداری  تانک و پمپ و کولر,6,648,648,buy,0,0,upload/property/thumbnail/photo_2023-03-28_11-47-43.jpg,,,,,,,,1,1,
649,2,0,326,بلوار بهارستان,,,,2510200000,,جنوبی,,,,,,با کاغذ قیمت(مهدی خانیان-1402/2/5)  مسکونی,6,649,649,buy,0,0,upload/property/thumbnail/photo_2023-03-28_11-48-16.jpg,,,,,,,,1,1,
650,2,0,847,جلال آباد  خیابان ابوالفضل,,,,2371600000,,,,,,,,با کاغذ قیمت(مهدی محمدی-1402/2/23)  کاربری کشاورزی,6,650,650,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
651,4,0,278,جلال آباد  چاه مطهری  باغ شمالی جنوبی,,,,754600000,,شمالی جنوبی,,,,,1,با کاغذ قیمت(مهدی محمدی-1402/2/18)  با آب انبار  استخر-5 دقیقه آب چاه با لوله  2 درب ورودی,6,651,651,buy,0,0,upload/property/thumbnail/photo_2023-04-03_17-42-02.jpg,,,,,,,,1,1,
652,4,0,278,کمربندی جنوبی,,,,919100000,,جنوب غربی,,,,,1,با کاغذ قیمت(مسعود ایمانیان-1402/1/15)  استخر و چهار دیواری  فقط فروش نقدی,6,652,652,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
653,2,0,600,کمربندی جنوبی,,,,2100000000,,غربی,,,,,,با کاغذ قیمت(مسعود ایمانیان-1402/1/15)  فقط فروش نقدی,6,653,653,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
654,2,0,990,خیابان امام رضا,,,,7128000000,,جنوبی,,,,,,با کاغذ قیمت(ابراهیم عبدالعظیمی-1402/3/6),6,654,654,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
655,2,0,254,بلوار ایزدی,,,,1910250000,,شمالی شرقی,,,,,,با کاغذ قیمت(مهدی پورنمازیان-1402/2/25)  با کاربری  مسکونی,6,655,655,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
656,1,0,106,خیابان شهدا,2,,3,2700661500,بتونی,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(بهزاد سلیمانی-1402/2/24)  با تسویه شهرداری  پرده-موکت-هود-کمد  پمپ و تانک - کولر  فروش نقدی,6,656,656,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
657,1,0,113,خیابان شریعتی,2,,4,3722140000,اسکلت,شمالی,اجرنما,سرامیک,فلز,1,1,با کاغذ قیمت(مسعود ایمانیان-1402/2/06)  کولر و کولرگازی  هر طبقه دو خواب,6,657,657,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
658,1,0,211,خیابان دلگشا,2,,4,6002000000,بتونی,شمالی,سنگ,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی پورنمازیان-1402/2/30)  پرده-موکت-هود-پکیج-رادیاتور  دزدگیر-کولرگازی,6,658,658,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
659,5,0,110,خیابان آبشار,,,,4203760000,بتونی,جنوبی شرقی,اجرنما,سرامیک,,,1,با کاغذ قیمت(مهدی پورنمازیان-1402/2/30)  ,6,659,659,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
660,1,0,150,خیابان دلگشا,,,,2506000000,آهن,جنوبی شرقی,اجرنما,موزاییک,فلز,,1,با کاغذ قیمت(مهدی خانیان-1402/2/20)  مسکونی و تجاری  مخصوص تخریب  با تسویه شهرداری  معاوضه با زمین طرف بلوار ولی عصر و یا منزل نوساز و همکف  یا زمین قابل ساخت در هان حدود    ,6,660,660,buy,0,0,upload/property/thumbnail/GOPR3601.JPG,,,,,,,,1,1,
661,2,0,144,خیابان شهدا,,,,734655000,,شمالی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1402/3/2)  فقط فروش نقدی,6,661,661,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
662,1,0,249,خیابان معرفت,2,,3,4603000000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/2/12)  با تسویه حساب شهرداری  یک خواب پایین  دو خواب بالا  فروش نقدی یا معاوضه با  دو طبقه شمال شهر کمتر از قیمت منزل,6,662,662,buy,0,0,upload/property/thumbnail/photo_2023-04-04_18-38-23.jpg,,,,,,,,1,1,
664,1,1,,بلوار اسرافیلیان,,,3,,بتونی,شمالی,,,,1,1,ورودی مجزا  تخلیه اول مرداد,6,664,664,rent,5000000,100000000,upload/property/thumbnail/GOPR3415.JPG,,,,,,,,1,1,
665,1,1,,معرفت  ذبحی  ملکی  بهار,,,2,,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,عروس داماد  یا مادر دختر,6,665,665,rent,6000000,50000000,upload/property/thumbnail/GOPR3587.JPG,,,,,,,,1,1,
666,2,0,700,ویلاشهر,,,,6000000000,,شمالی,,,,,,بدون کاغذ قیمت  1 ساعت آب چاه  پروانه ساخت خونه باغ,6,666,666,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
668,2,0,273,شریعتی غربی,,,,2622240000,,شرقی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1402/2/24)  معاوضه با همه چی,6,668,668,buy,0,0,upload/property/thumbnail/photo_2023-05-22_17-39-37.jpg,,,,,,,,1,1,
669,2,0,130,ویلاشهر  خیابان سروستان12 ,,,,1000000000,,جنوبی,,,,,,بدون کاغذ قیمت,6,669,669,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
670,5,0,29,خیابان معرفت,,,,3000000000,,,,,,,,بدون کاغذ قیمت  مغزه صفر کلید نخورده  کولرگازی,6,670,670,buy,0,0,upload/property/thumbnail/GOPR3624.JPG,,,,,,,,1,1,
671,2,0,126,خیابان معرفت,,,,1909000000,,جنوبی,,,,,,بدون کاغذ قیمت,6,671,671,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
672,2,0,222,بلوار ایزدی,,,,1300000000,,جنوبی شرقی,,,,,,بدون کاغذ قیمت  ,6,672,672,buy,0,0,upload/property/thumbnail/photo_2023-04-09_13-18-23.jpg,,,,,,,,1,1,
673,2,0,136,خیابان 17 شهریور,,,,2040000000,,شمالی,,,,,,بدون کاغذ قیمت,6,673,673,buy,0,0,upload/property/thumbnail/GOPR3416.JPG,,,,,,,,1,1,
675,1,0,209,بلوار حجتی,2,1,6,4233000000,نیمه اسکلت بتن,شمالی,,,,,,8سال ساخت,6,675,675,buy,0,0,upload/property/thumbnail/photo_2023-04-10_11-31-11.jpg,,,,,,,,1,1,
676,2,0,176,خیابان مجاهد شمالی,,,,1003200000,کلنگی,شمالی,,,,,,کوچه موجود قدیمی دو طرف دیوار گلی,6,676,676,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
677,3,0,500,خیابان امام رضا,,,,3100000,بتونی تیرچه بلوک,,,,,,,ساختمان 60 متر    برق شخصی -امتیازات در 10 متری باغ - 20 دقیقه آب چاه -تیرچه بلوک,6,677,677,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
678,3,0,1000,روستای همت آباد خیابان ولیعصر فرعی جنوبی,,,,2385932000,بتونی,شمالی,,,,,,آب2ساعت از چاه حجتی  معاوضه با خانه باغ نهایت 5 میلیارد   زمین اخر مجاهد 150 متر داده میشود   کفکش 1/2 اینچی  دیوار کشی-شیروانی-اشجار-استخر سرباز و سرپوشیده ,6,678,678,buy,0,0,upload/property/thumbnail/GOPR3691.JPG,,,,,,,,1,1,
679,1,0,118,بلوار فجر,2,1,3,3096550000,,,,,,,,25سال سخت   ورودی جدا  معاوضه با مغازه تا 2 تومان یانقدی   بالا 2 خواب پایین 1 خواب,6,679,679,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
680,2,0,240,فلکه بسیج,,,,1975000000,,شمالی,,,,,,قابل معاوضه با منزل تا نهایت قیمت 4/4.5 میلیارد  یا ویلا شمال   قابل فروش نقدی یا چکی   چهار طرف اختصاصی  24 * 10  دیوار کشی شده,6,680,680,buy,0,0,upload/property/thumbnail/photo_2023-04-10_18-17-19.jpg,,,,,,,,1,1,
681,1,0,138,خیابان امام غربی,2,,,3047523000,,,,,,,,معاوضه با همکف در همین قیمت  ,6,681,681,buy,0,0,upload/property/thumbnail/photo_2023-04-10_19-37-58.jpg,,,,,,,,1,1,
683,1,0,235,15 خرداد,,,,4744640000,تیرچه بلوک,جنوبی,,,,1,,موکت و پرده   پیکج  ایفون تصویری ,6,683,683,buy,0,0,upload/property/thumbnail/GOPR3687.JPG,,,,,,,,1,1,
684,1,0,229,خیابان منتظری شمالی,,,,5144360000,,جنوبی,,,,,,حیاط با  درب برقی چکی و نرده و دوره چینی بام  کولر دزدگیر تانک پمپ  در تاریخ 14/9(مهدی پورنمازیان),6,684,684,buy,0,0,upload/property/thumbnail/photo_2023-04-13_12-16-21.jpg,,,,,,,,1,1,
686,1,0,320,ویلاشهر خیابان معلم,,,3,3700000000,,جنوبی شرقی,,,,,,منزل 10 سال ساخت  ,6,686,686,buy,0,0,upload/property/thumbnail/photo_2023-04-13_12-21-36.jpg,,,,,,,,1,1,
688,1,0,202,خیابان کشاورز مرکزی,,,,3854363000,,شمالی,,,,,,معرف مهران ایمانیان,6,688,688,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
689,1,3,360,جوزدان - بلوار میثاق,,1,3,4700000000,کلنگی,شمالی جنوبی,,,,,,زیر زمین و همکف تجاری  هرطبقه1خواب  طرح آسانسور  معاوضه با منزل یا مغازه در نجف آباد  10سال ساخت  ,6,689,689,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
691,5,0,60,امیرآباد- آزادگان - فاز یک,,,,2324400000,بتونی و اهنی,,,,,,,روبه روی پارک آزادگان  دونبش  سکوریت  مجوز شهرداری,6,691,691,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
692,2,0,160,خیابان منتظری جنوبی,,,,1760000000,,شمالی ,,,,,,تقسیم نامه,6,692,692,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
693,6,0,98,خیابان منتظری شمالی,,,,2447500000,,شمالی شرقی,,,,1,,,6,693,693,buy,0,0,upload/property/thumbnail/photo_2023-04-15_12-49-31.jpg,,,,,,,,1,1,
694,1,2,242,خیابان معرفت,2,1,4,4200000000,تیرچه بلوک,شمالی,,,,1,,معاوضه با همکف در حد 3میلیارد تومان   همکف2خواب  طبقه اول 2 خواب  پارکینگ 40 متر,6,694,694,buy,0,0,upload/property/thumbnail/photo_2023-04-15_18-07-35.jpg,,,,,,,,1,1,
695,1,0,105,بلوار فجر,2,1,2,3102600000,,شمالی,,,,,,2 سند شش دانگ  حیاط سازی با یک طرف نرده و دوره چینی بام,6,695,695,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
696,1,0,150,خیابان قدس,1,,,1648240000,,شمالی,,,,,,ابراهیم پورنمازیان   اقای اسلامی 09137166249,6,696,696,buy,0,0,upload/property/thumbnail/۲۰۲۳۰۲۱۲_۱۲۵۲۲۵.jpg,,,,,,,,1,1,
697,1,0,89,خیابان مجاهد شمالی,,,,2950000000,تیرچه بلوک,شمالی,,,,,,فروش نقدی یا معاوضه با خانه  رنج 2 میلیارد همکف 2 خواب مابقی رنئ یا زمین در حد 1 تومن مابقی نقد,6,697,697,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
699,1,1,270,خیابان منتظری شمالی,1,,,6500000000,آهن و آجر,شمالی,,,,,,,6,699,699,buy,0,0,upload/property/thumbnail/photo_2023-04-17_12-04-00.jpg,,,,,,,,1,1,
700,2,0,160,منتظری جنوبی -,,,,1760000000,,,,,,,, زمین غلاف,6,700,700,buy,0,0,upload/property/thumbnail/photo_2023-04-17_18-37-53.jpg,,,,,,,,1,1,
701,1,0,145,خیابان دانش,,,2,,,جنوبی,,سرامیک,MDF,,,19پله   کمد دیواری هر دو طبقه ,6,701,701,rent,8,50,upload/property/thumbnail/photo_2023-04-18_12-48-31.jpg,,,,,,,,1,1,
702,1,0,277,خیابان اسرافیلیان,,,,4721000000,,شمالی,,,,1,,دیوار کشی و دور چینی پشت بام,6,702,702,buy,0,0,upload/property/thumbnail/photo_2023-04-18_17-22-40.jpg,,,,,,,,1,1,
703,1,0,110,خیابان منتظری شمالی,,,2,,,جنوبی,,,,1,,طبقه اول 6 پله   ورودی مشترک,6,703,703,rent,4000000,60000000,upload/property/thumbnail/photo_2023-04-18_17-56-12.jpg,,,,,,,,1,1,
